No Agent;;01/04/2025;02/04/2025;03/04/2025;04/04/2025;05/04/2025;06/04/2025;07/04/2025;08/04/2025;09/04/2025;10/04/2025;11/04/2025;12/04/2025;13/04/2025;14/04/2025;15/04/2025;16/04/2025;17/04/2025;18/04/2025;19/04/2025;20/04/2025;21/04/2025;22/04/2025;23/04/2025;24/04/2025;25/04/2025;26/04/2025;27/04/2025;28/04/2025;29/04/2025;30/04/2025;Statistiques de temps de travail;Temps de travail effectif pondéré planifié;Temps dispo (heures supp, congés, travail assimilé pris en compte);Temps disponible restant;Temps supplémentaire planifié;Temps supplémentaire autorisé;Temps contractuel;Temps de travail assimilé;Temps d'absence pour congés;Temps de travail effectif planifié
1;;RH;RH;RH;ZA;ZA;RH;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;RH;144:00:00;167:00:00;23:00:00;00:00:00;20:00:00;147:00:00;00:00:00;00:00:00;144:00:00
2;;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;CLD;00:00:00;20:00:00;20:00:00;00:00:00;20:00:00;147:00:00;00:00:00;147:00:00;00:00:00
3;;ZA;ZA;RH;RH;RH;RH;RH;RH;ZA;ZA;ZA;RH;RH;CA;CA;CA;CA;CA;RH;RH;RH;ZA;ZA;RH;RH;FAM;FAM;FAM;FAM;RH;112:00:00;132:00:00;20:00:00;00:00:00;20:00:00;147:00:00;00:00:00;35:00:00;112:00:00
4;;RH;ZA;ZA;RH;RH;RH;RH;ZA;ZA;ZA;RH;RH;RH;CA;CA;CA;CA;CA;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;ZA;RH;RH;120:00:00;132:00:00;12:00:00;08:00:00;20:00:00;147:00:00;00:00:00;35:00:00;120:00:00
5;;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;CA;CA;CA;CA;CA;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;RH;120:00:00;132:00:00;12:00:00;08:00:00;20:00:00;147:00:00;00:00:00;35:00:00;120:00:00
6;;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;RH;ZB;ZB;RH;RH;RH;RH;108:00:00;167:00:00;59:00:00;00:00:00;20:00:00;147:00:00;00:00:00;00:00:00;108:00:00
7;;ZA;RH;RH;RH;ZA;ZA;ZA;ZA;RH;RH;RH;RH;ZA;ZA;RH;RH;ZA;ZA;RH;RH;CA;CA;CA;CA;CA;RH;RH;RH;RH;ZA;120:00:00;139:00:00;19:00:00;01:00:00;20:00:00;147:00:00;00:00:00;28:00:00;120:00:00
8;;ZA;ZA;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;ZA;ZA;RH;RH;RH;ZA;ZA;RH;RH;CA;CA;CA;CA;CA;RH;RH;RH;RH;RH;120:00:00;139:00:00;19:00:00;01:00:00;20:00:00;147:00:00;00:00:00;28:00:00;120:00:00
9;;CLD;CLD;CLD;CLD;CLD;ZA;ZA;RH;RH;RH;RH;ZA;ZA;RH;RH;FAM;FAM;FAM;RH;RH;CA;CA;CA;CA;CA;RH;RH;RH;ZA;ZA;93:00:00;111:00:00;18:00:00;02:00:00;20:00:00;147:00:00;00:00:00;56:00:00;93:00:00
10;;RH;RH;ZB;ZB;ZB;RH;RH;RH;RH;RH;RH;RH;RH;RH;RH;ZB;ZB;ZB;RH;RH;CA;CA;CA;CA;CA;RH;RH;RH;RH;RH;72:00:00;139:00:00;67:00:00;00:00:00;20:00:00;147:00:00;00:00:00;28:00:00;72:00:00
