1 0 10000 0 0 221
2 0 10000   3400
3 0 0 0 0 528
4 0 0 1220 2220 2831
5 0 0 0 0 1255
6 0 10000 0  200
7 0 0 5400 8400 8408
8 0 0 1000 2000 2124
